id,mode,language,level,scenario,prompt
tutor_auto_0559,tutor,igbo,beginner,how are you? (to a stranger),"Teach how to say 'How are you?' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0560,tutor,vietnamese,advanced,how are you? (in a shop),"Provide advanced usage of 'How are you?' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0561,tutor,spanish,intermediate,hello (to an elder),Explain the phrase 'Hello' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0562,tutor,yoruba,beginner,i am learning (casual),"Teach how to say 'I am learning' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0563,tutor,igbo,intermediate,i am learning (to a stranger),Explain the phrase 'I am learning' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0564,tutor,portuguese,intermediate,thank you (to an elder),Explain the phrase 'Thank you' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0565,tutor,spanish,beginner,good morning (to a friend),"Teach how to say 'Good morning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0566,tutor,hausa,intermediate,hello (in the morning),Explain the phrase 'Hello' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0567,tutor,arabic,beginner,i am learning (to an elder),"Teach how to say 'I am learning' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0568,tutor,vietnamese,advanced,how are you? (formal),"Provide advanced usage of 'How are you?' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0569,tutor,portuguese,beginner,thank you (in a shop),"Teach how to say 'Thank you' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0570,tutor,portuguese,advanced,hello (to a friend),"Provide advanced usage of 'Hello' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0571,tutor,vietnamese,beginner,how are you? (to a stranger),"Teach how to say 'How are you?' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0572,tutor,swahili,intermediate,thank you (to a friend),Explain the phrase 'Thank you' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0573,tutor,portuguese,intermediate,good morning (at school),Explain the phrase 'Good morning' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0574,tutor,yoruba,intermediate,hello (in a shop),Explain the phrase 'Hello' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0575,tutor,swahili,beginner,i am learning (formal),"Teach how to say 'I am learning' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0576,tutor,german,intermediate,good morning (in the morning),Explain the phrase 'Good morning' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0577,tutor,yoruba,advanced,how are you? (casual),"Provide advanced usage of 'How are you?' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0578,tutor,hausa,advanced,how are you? (to a stranger),"Provide advanced usage of 'How are you?' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0579,tutor,arabic,beginner,i am learning (in a shop),"Teach how to say 'I am learning' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0580,tutor,hausa,advanced,good morning (formal),"Provide advanced usage of 'Good morning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0581,tutor,hausa,advanced,how are you? (at school),"Provide advanced usage of 'How are you?' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0582,tutor,french,advanced,how are you? (to an elder),"Provide advanced usage of 'How are you?' in French, include register differences and 2 practice sentences."
tutor_auto_0583,tutor,hausa,intermediate,good morning (to a friend),Explain the phrase 'Good morning' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0584,tutor,german,intermediate,thank you (at school),Explain the phrase 'Thank you' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0585,tutor,german,advanced,i am learning (to a friend),"Provide advanced usage of 'I am learning' in German, include register differences and 2 practice sentences."
tutor_auto_0586,tutor,french,intermediate,i am learning (casual),Explain the phrase 'I am learning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0587,tutor,portuguese,advanced,good morning (to a friend),"Provide advanced usage of 'Good morning' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0588,tutor,french,beginner,thank you (in the morning),"Teach how to say 'Thank you' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0589,tutor,yoruba,intermediate,i am learning (in a shop),Explain the phrase 'I am learning' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0590,tutor,german,beginner,thank you (at school),"Teach how to say 'Thank you' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0591,tutor,swahili,advanced,thank you (casual),"Provide advanced usage of 'Thank you' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0592,tutor,french,intermediate,hello (in the morning),Explain the phrase 'Hello' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0593,tutor,spanish,advanced,i am learning (at school),"Provide advanced usage of 'I am learning' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0594,tutor,arabic,intermediate,i am learning (to a friend),Explain the phrase 'I am learning' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0595,tutor,vietnamese,intermediate,how are you? (to a stranger),Explain the phrase 'How are you?' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0596,tutor,yoruba,beginner,good morning (in the morning),"Teach how to say 'Good morning' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0597,tutor,yoruba,intermediate,hello (casual),Explain the phrase 'Hello' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0598,tutor,igbo,advanced,i am learning (to an elder),"Provide advanced usage of 'I am learning' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0599,tutor,portuguese,intermediate,thank you (casual),Explain the phrase 'Thank you' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0600,tutor,spanish,advanced,good morning (to a friend),"Provide advanced usage of 'Good morning' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0601,tutor,spanish,beginner,good morning (formal),"Teach how to say 'Good morning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0602,tutor,french,advanced,good morning (to a friend),"Provide advanced usage of 'Good morning' in French, include register differences and 2 practice sentences."
tutor_auto_0603,tutor,hausa,beginner,how are you? (in a shop),"Teach how to say 'How are you?' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0604,tutor,hausa,intermediate,how are you? (to an elder),Explain the phrase 'How are you?' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0605,tutor,swahili,intermediate,hello (formal),Explain the phrase 'Hello' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0606,tutor,igbo,advanced,i am learning (formal),"Provide advanced usage of 'I am learning' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0607,tutor,spanish,advanced,thank you (in a shop),"Provide advanced usage of 'Thank you' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0608,tutor,hausa,intermediate,good morning (casual),Explain the phrase 'Good morning' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0609,tutor,french,intermediate,i am learning (to a friend),Explain the phrase 'I am learning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0610,tutor,portuguese,advanced,how are you? (in a shop),"Provide advanced usage of 'How are you?' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0611,tutor,swahili,intermediate,good morning (formal),Explain the phrase 'Good morning' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0612,tutor,spanish,intermediate,how are you? (to a stranger),Explain the phrase 'How are you?' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0613,tutor,arabic,intermediate,good morning (at school),Explain the phrase 'Good morning' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0614,tutor,vietnamese,advanced,thank you (to a friend),"Provide advanced usage of 'Thank you' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0615,tutor,spanish,advanced,how are you? (casual),"Provide advanced usage of 'How are you?' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0616,tutor,vietnamese,intermediate,thank you (to an elder),Explain the phrase 'Thank you' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0617,tutor,yoruba,beginner,i am learning (casual),"Teach how to say 'I am learning' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0618,tutor,swahili,advanced,i am learning (in a shop),"Provide advanced usage of 'I am learning' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0619,tutor,portuguese,intermediate,hello (casual),Explain the phrase 'Hello' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0620,tutor,vietnamese,advanced,thank you (in a shop),"Provide advanced usage of 'Thank you' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0621,tutor,igbo,advanced,thank you (in the morning),"Provide advanced usage of 'Thank you' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0622,tutor,german,beginner,hello (to a stranger),"Teach how to say 'Hello' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0623,tutor,hausa,advanced,i am learning (casual),"Provide advanced usage of 'I am learning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0624,tutor,german,advanced,i am learning (in a shop),"Provide advanced usage of 'I am learning' in German, include register differences and 2 practice sentences."
tutor_auto_0625,tutor,arabic,beginner,hello (at school),"Teach how to say 'Hello' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0626,tutor,yoruba,beginner,hello (in a shop),"Teach how to say 'Hello' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0627,tutor,yoruba,intermediate,how are you? (at school),Explain the phrase 'How are you?' in Yoruba with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0628,tutor,german,advanced,i am learning (casual),"Provide advanced usage of 'I am learning' in German, include register differences and 2 practice sentences."
tutor_auto_0629,tutor,hausa,advanced,hello (formal),"Provide advanced usage of 'Hello' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0630,tutor,swahili,advanced,how are you? (to a friend),"Provide advanced usage of 'How are you?' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0631,tutor,swahili,intermediate,good morning (to an elder),Explain the phrase 'Good morning' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0632,tutor,german,beginner,i am learning (in a shop),"Teach how to say 'I am learning' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0633,tutor,igbo,beginner,thank you (formal),"Teach how to say 'Thank you' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0634,tutor,german,advanced,good morning (in the morning),"Provide advanced usage of 'Good morning' in German, include register differences and 2 practice sentences."
tutor_auto_0635,tutor,spanish,intermediate,good morning (at school),Explain the phrase 'Good morning' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0636,tutor,french,beginner,how are you? (in the morning),"Teach how to say 'How are you?' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0637,tutor,spanish,intermediate,thank you (in the morning),Explain the phrase 'Thank you' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0638,tutor,arabic,beginner,i am learning (to an elder),"Teach how to say 'I am learning' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0639,tutor,igbo,intermediate,thank you (to a friend),Explain the phrase 'Thank you' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0640,tutor,spanish,intermediate,good morning (in a shop),Explain the phrase 'Good morning' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0641,tutor,yoruba,beginner,how are you? (in a shop),"Teach how to say 'How are you?' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0642,tutor,german,intermediate,how are you? (to a stranger),Explain the phrase 'How are you?' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0643,tutor,german,intermediate,hello (at school),Explain the phrase 'Hello' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0644,tutor,spanish,intermediate,good morning (to a stranger),Explain the phrase 'Good morning' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0645,tutor,french,beginner,good morning (to a stranger),"Teach how to say 'Good morning' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0646,tutor,spanish,beginner,hello (at school),"Teach how to say 'Hello' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0647,tutor,yoruba,beginner,hello (to a stranger),"Teach how to say 'Hello' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0648,tutor,vietnamese,advanced,good morning (to an elder),"Provide advanced usage of 'Good morning' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0649,tutor,german,beginner,hello (casual),"Teach how to say 'Hello' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0650,tutor,portuguese,advanced,hello (casual),"Provide advanced usage of 'Hello' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0651,tutor,igbo,intermediate,good morning (to a friend),Explain the phrase 'Good morning' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0652,tutor,portuguese,beginner,how are you? (to an elder),"Teach how to say 'How are you?' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0653,tutor,vietnamese,advanced,good morning (to an elder),"Provide advanced usage of 'Good morning' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0654,tutor,vietnamese,intermediate,how are you? (in a shop),Explain the phrase 'How are you?' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0655,tutor,swahili,beginner,i am learning (in the morning),"Teach how to say 'I am learning' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0656,tutor,igbo,intermediate,hello (to a friend),Explain the phrase 'Hello' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0657,tutor,portuguese,intermediate,good morning (formal),Explain the phrase 'Good morning' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0658,tutor,igbo,intermediate,hello (in the morning),Explain the phrase 'Hello' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0659,tutor,french,advanced,hello (to an elder),"Provide advanced usage of 'Hello' in French, include register differences and 2 practice sentences."
tutor_auto_0660,tutor,spanish,intermediate,how are you? (in the morning),Explain the phrase 'How are you?' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0661,tutor,arabic,intermediate,good morning (in a shop),Explain the phrase 'Good morning' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0662,tutor,french,beginner,thank you (casual),"Teach how to say 'Thank you' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0663,tutor,german,intermediate,thank you (in the morning),Explain the phrase 'Thank you' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0664,tutor,arabic,advanced,thank you (in a shop),"Provide advanced usage of 'Thank you' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0665,tutor,german,intermediate,hello (in the morning),Explain the phrase 'Hello' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0666,tutor,igbo,advanced,hello (in a shop),"Provide advanced usage of 'Hello' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0667,tutor,hausa,beginner,thank you (casual),"Teach how to say 'Thank you' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0668,tutor,spanish,beginner,i am learning (in the morning),"Teach how to say 'I am learning' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0669,tutor,arabic,intermediate,thank you (to an elder),Explain the phrase 'Thank you' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0670,tutor,spanish,advanced,i am learning (in the morning),"Provide advanced usage of 'I am learning' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0671,tutor,vietnamese,advanced,good morning (to an elder),"Provide advanced usage of 'Good morning' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0672,tutor,hausa,advanced,i am learning (to an elder),"Provide advanced usage of 'I am learning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0673,tutor,spanish,beginner,thank you (at school),"Teach how to say 'Thank you' in Spanish. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0674,tutor,igbo,beginner,how are you? (casual),"Teach how to say 'How are you?' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0675,tutor,yoruba,advanced,thank you (to an elder),"Provide advanced usage of 'Thank you' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0676,tutor,vietnamese,beginner,thank you (formal),"Teach how to say 'Thank you' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0677,tutor,hausa,intermediate,thank you (to a friend),Explain the phrase 'Thank you' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0678,tutor,vietnamese,beginner,i am learning (in the morning),"Teach how to say 'I am learning' in Vietnamese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0679,tutor,swahili,advanced,i am learning (to a stranger),"Provide advanced usage of 'I am learning' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0680,tutor,swahili,beginner,good morning (to a friend),"Teach how to say 'Good morning' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0681,tutor,swahili,advanced,how are you? (at school),"Provide advanced usage of 'How are you?' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0682,tutor,swahili,advanced,i am learning (to an elder),"Provide advanced usage of 'I am learning' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0683,tutor,swahili,intermediate,how are you? (casual),Explain the phrase 'How are you?' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0684,tutor,yoruba,advanced,thank you (in the morning),"Provide advanced usage of 'Thank you' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0685,tutor,hausa,advanced,thank you (casual),"Provide advanced usage of 'Thank you' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0686,tutor,french,intermediate,hello (in the morning),Explain the phrase 'Hello' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0687,tutor,swahili,intermediate,thank you (in the morning),Explain the phrase 'Thank you' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0688,tutor,german,beginner,thank you (in a shop),"Teach how to say 'Thank you' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0689,tutor,hausa,advanced,i am learning (to an elder),"Provide advanced usage of 'I am learning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0690,tutor,yoruba,advanced,hello (in the morning),"Provide advanced usage of 'Hello' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0691,tutor,swahili,advanced,i am learning (at school),"Provide advanced usage of 'I am learning' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0692,tutor,french,beginner,how are you? (in the morning),"Teach how to say 'How are you?' in French. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0693,tutor,hausa,beginner,good morning (formal),"Teach how to say 'Good morning' in Hausa. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0694,tutor,portuguese,advanced,thank you (in the morning),"Provide advanced usage of 'Thank you' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0695,tutor,igbo,intermediate,thank you (casual),Explain the phrase 'Thank you' in Igbo with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0696,tutor,swahili,beginner,how are you? (casual),"Teach how to say 'How are you?' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0697,tutor,swahili,advanced,how are you? (to an elder),"Provide advanced usage of 'How are you?' in Swahili, include register differences and 2 practice sentences."
tutor_auto_0698,tutor,swahili,intermediate,thank you (in a shop),Explain the phrase 'Thank you' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0699,tutor,portuguese,beginner,hello (to an elder),"Teach how to say 'Hello' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0700,tutor,french,intermediate,thank you (in a shop),Explain the phrase 'Thank you' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0701,tutor,spanish,advanced,thank you (to a friend),"Provide advanced usage of 'Thank you' in Spanish, include register differences and 2 practice sentences."
tutor_auto_0702,tutor,yoruba,advanced,how are you? (in a shop),"Provide advanced usage of 'How are you?' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0703,tutor,german,beginner,how are you? (casual),"Teach how to say 'How are you?' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0704,tutor,hausa,intermediate,how are you? (in the morning),Explain the phrase 'How are you?' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0705,tutor,swahili,beginner,thank you (to an elder),"Teach how to say 'Thank you' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0706,tutor,swahili,beginner,hello (in a shop),"Teach how to say 'Hello' in Swahili. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0707,tutor,french,intermediate,i am learning (to a stranger),Explain the phrase 'I am learning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0708,tutor,arabic,beginner,thank you (in a shop),"Teach how to say 'Thank you' in Arabic. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0709,tutor,arabic,advanced,hello (in the morning),"Provide advanced usage of 'Hello' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0710,tutor,arabic,intermediate,hello (in the morning),Explain the phrase 'Hello' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0711,tutor,french,intermediate,good morning (to an elder),Explain the phrase 'Good morning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0712,tutor,igbo,advanced,thank you (in a shop),"Provide advanced usage of 'Thank you' in Igbo, include register differences and 2 practice sentences."
tutor_auto_0713,tutor,german,beginner,how are you? (at school),"Teach how to say 'How are you?' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0714,tutor,swahili,intermediate,i am learning (in the morning),Explain the phrase 'I am learning' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0715,tutor,yoruba,beginner,i am learning (to a stranger),"Teach how to say 'I am learning' in Yoruba. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0716,tutor,arabic,intermediate,i am learning (formal),Explain the phrase 'I am learning' in Arabic with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0717,tutor,german,intermediate,how are you? (in the morning),Explain the phrase 'How are you?' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0718,tutor,french,advanced,hello (in the morning),"Provide advanced usage of 'Hello' in French, include register differences and 2 practice sentences."
tutor_auto_0719,tutor,hausa,intermediate,thank you (at school),Explain the phrase 'Thank you' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0720,tutor,spanish,intermediate,thank you (casual),Explain the phrase 'Thank you' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0721,tutor,hausa,advanced,i am learning (in the morning),"Provide advanced usage of 'I am learning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0722,tutor,vietnamese,intermediate,good morning (in the morning),Explain the phrase 'Good morning' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0723,tutor,arabic,advanced,hello (in the morning),"Provide advanced usage of 'Hello' in Arabic, include register differences and 2 practice sentences."
tutor_auto_0724,tutor,vietnamese,intermediate,thank you (to a stranger),Explain the phrase 'Thank you' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0725,tutor,german,beginner,good morning (to a stranger),"Teach how to say 'Good morning' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0726,tutor,hausa,advanced,i am learning (to a friend),"Provide advanced usage of 'I am learning' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0727,tutor,yoruba,advanced,thank you (formal),"Provide advanced usage of 'Thank you' in Yoruba, include register differences and 2 practice sentences."
tutor_auto_0728,tutor,spanish,intermediate,hello (to an elder),Explain the phrase 'Hello' in Spanish with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0729,tutor,hausa,advanced,how are you? (in a shop),"Provide advanced usage of 'How are you?' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0730,tutor,portuguese,beginner,i am learning (to an elder),"Teach how to say 'I am learning' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0731,tutor,igbo,beginner,how are you? (in a shop),"Teach how to say 'How are you?' in Igbo. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0732,tutor,vietnamese,advanced,thank you (to an elder),"Provide advanced usage of 'Thank you' in Vietnamese, include register differences and 2 practice sentences."
tutor_auto_0733,tutor,german,intermediate,good morning (in the morning),Explain the phrase 'Good morning' in German with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0734,tutor,vietnamese,intermediate,thank you (to a stranger),Explain the phrase 'Thank you' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0735,tutor,portuguese,intermediate,hello (to an elder),Explain the phrase 'Hello' in Portuguese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0736,tutor,french,intermediate,i am learning (casual),Explain the phrase 'I am learning' in French with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0737,tutor,portuguese,beginner,how are you? (to a stranger),"Teach how to say 'How are you?' in Portuguese. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0738,tutor,swahili,intermediate,good morning (to an elder),Explain the phrase 'Good morning' in Swahili with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0739,tutor,portuguese,advanced,thank you (casual),"Provide advanced usage of 'Thank you' in Portuguese, include register differences and 2 practice sentences."
tutor_auto_0740,tutor,german,beginner,hello (in a shop),"Teach how to say 'Hello' in German. Provide phrase, pronunciation, word breakdown, and a 1-line cultural note."
tutor_auto_0741,tutor,hausa,advanced,hello (to an elder),"Provide advanced usage of 'Hello' in Hausa, include register differences and 2 practice sentences."
tutor_auto_0742,tutor,vietnamese,intermediate,i am learning (at school),Explain the phrase 'I am learning' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0743,tutor,hausa,intermediate,hello (casual),Explain the phrase 'Hello' in Hausa with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0744,tutor,vietnamese,intermediate,how are you? (formal),Explain the phrase 'How are you?' in Vietnamese with grammar notes and a short dialogue of 2 lines for practice.
tutor_auto_0745,tutor,french,advanced,hello (in a shop),"Provide advanced usage of 'Hello' in French, include register differences and 2 practice sentences."
tutor_auto_0746,tutor,german,intermediate,good morning (casual),Explain the phrase 'Good morning' in German with grammar notes and a short dialogue of 2 lines for practice.
